"","mean","var","median","0.05th","0.25th","0.75th","0.95th"
"1",0.008945,0,0.008917,0.008511,0.008731,0.009174,0.009418
"2",0.011943,0,0.011948,0.011556,0.011777,0.01212,0.012339
"3",0.00157,0,0.00159,0.001358,0.001487,0.00166,0.001747
"4",0.011501,1e-06,0.011855,0.00959,0.010366,0.012397,0.012904
"5",0.012557,1e-05,0.013206,0.007869,0.008544,0.015029,0.016771
"6",0.007847,1.3e-05,0.005991,0.005748,0.005878,0.006739,0.015366
"7",0.004124,0,0.004112,0.003947,0.004036,0.004214,0.004319
"8",0.022752,4e-06,0.022352,0.020301,0.020824,0.024784,0.025814
"9",0.005598,2e-06,0.005103,0.004929,0.005025,0.00523,0.00925
"10",0.005935,0,0.005941,0.005616,0.005814,0.006049,0.006255
"11",0.009369,2.4e-05,0.012283,0.001938,0.004612,0.014125,0.014318
"12",0.007179,0,0.007135,0.006615,0.006892,0.007444,0.007888
"13",0.012667,3.5e-05,0.011018,0.003115,0.010518,0.012691,0.02271
"14",0.010713,2e-06,0.009928,0.009311,0.009653,0.012509,0.013183
"15",0.011224,0,0.01126,0.010516,0.011017,0.01153,0.011682
"16",0.008976,0,0.008945,0.008455,0.008734,0.009226,0.009547
"17",0.008071,0,0.008074,0.007817,0.007964,0.008182,0.008308
"18",0.011278,1.3e-05,0.009943,0.00929,0.009641,0.010212,0.02063
"19",0.016317,2e-06,0.016407,0.013939,0.015138,0.01754,0.018505
"20",0.002764,0,0.002729,0.002573,0.002666,0.002807,0.002941
"21",0.00346,1.2e-05,0.001039,0.000584,0.000654,0.006328,0.009556
"22",0.015451,0,0.015474,0.014709,0.015191,0.015728,0.016144
"23",0.010829,0,0.010823,0.010657,0.010755,0.010892,0.011007
"24",0.028297,4e-06,0.029318,0.024124,0.027198,0.02976,0.030057
"25",0.014403,0,0.014405,0.013701,0.014068,0.014776,0.015055
"26",0.010667,0,0.010668,0.01041,0.010545,0.010784,0.010923
"27",0.000202,0,0.00019,0.000145,0.000168,0.000221,0.000311
"28",0.013959,2e-06,0.014046,0.011689,0.012781,0.015137,0.016169
"29",0.006491,7e-06,0.004961,0.004428,0.004578,0.009413,0.011707
"30",0.011004,2e-06,0.010683,0.009854,0.010388,0.010942,0.015128
"31",0.013415,7e-06,0.011922,0.011489,0.011748,0.016372,0.018093
"32",0.000556,0,0.000548,0.000488,0.000518,0.000588,0.000645
"33",0.003581,0,0.003614,0.003262,0.003444,0.003688,0.003834
"34",0.008661,2e-06,0.008171,0.007562,0.007866,0.008733,0.011726
"35",0.001958,3e-06,0.00135,0.001288,0.001323,0.00138,0.007072
"36",0.012066,2e-06,0.012256,0.009625,0.011206,0.01303,0.013405
"37",0.009582,3.2e-05,0.005867,0.005696,0.005787,0.01519,0.02011
"38",0.013651,1e-06,0.013438,0.012398,0.012873,0.014572,0.01493
"39",0.005378,2e-06,0.004812,0.00452,0.004674,0.005005,0.008153
"40",0.02271,0,0.022732,0.021761,0.022326,0.023131,0.023593
"41",0.005734,0,0.005761,0.005397,0.00555,0.005874,0.006114
"42",0.006874,2e-06,0.006187,0.005775,0.006003,0.006507,0.010644
"43",0.007444,0,0.007454,0.007169,0.007323,0.007559,0.00771
"44",0.016176,0,0.0162,0.015762,0.016044,0.016325,0.016494
"45",0.013261,0,0.013353,0.012145,0.01289,0.013534,0.014336
"46",0.011556,1e-06,0.011785,0.009547,0.011609,0.011988,0.012517
"47",0.013058,0,0.013002,0.012036,0.012545,0.013481,0.01428
"48",0.014526,0,0.014443,0.014019,0.014244,0.014815,0.015163
"49",0.012363,1e-06,0.012313,0.010369,0.011435,0.013377,0.014087
"50",0.017522,1e-06,0.017677,0.015936,0.016874,0.018276,0.018587
