"mean","var","median","0.05th","0.25th","0.75th","0.95th"
0.307909399473187,0.0536034872848854,0.239904190415139,0.0495579950747911,0.120843946196008,0.401113123337864,0.753027610627877
0.333179554904793,4.93872394204271e-09,0.333177561328343,0.333075015058875,0.33312804587257,0.333240233777006,0.33327950852697
"mean","var","median","0.05th","0.25th","0.75th","0.95th"
0.338667548127752,0.0470523924466734,0.271860351132445,0.0971364920923878,0.190714606024461,0.514332991063642,0.791489457850026
1.20263455603247,1.40522922871069e-08,1.20263188116416,1.20248942845019,1.20253104658531,1.20276371827844,1.20279734769423
"mean","var","median","0.05th","0.25th","0.75th","0.95th"
0.373118394471362,0.04277670842071,0.320355414227765,0.137585978380451,0.22539974382775,0.451126698652682,0.805484747774573
1.15208085584588,2.46186667242521e-08,1.15213583025024,1.1518100608725,1.15198162652663,1.15219527421428,1.15225709140051
0.464933079382518,0.064961861412955,0.405381045423973,0.142103142694338,0.256203170931206,0.692596231251736,0.88486557275345
0.925989131658817,1.78489282694511e-08,0.925918999416678,0.925845944667929,0.925867845971944,0.926117905122914,0.92619607324605
0.279010507581333,0.0515375281275697,0.200717500987887,0.0355746801467551,0.129608209391365,0.365484311564699,0.787268680675447
0.0655666569023836,3.32611934752058e-08,0.065565042150021,0.0652852465425233,0.0654215618090924,0.0657200700979695,0.0658337721029478
0.445037878526359,0.127293832970004,0.293630000621021,0.0918994634913655,0.167624876407545,0.572406270218834,1.00168341841351
0.037969928770391,9.52732776008192e-08,0.0379696614923758,0.0375015615302373,0.037715917947721,0.0382285990072391,0.0384352685830608
0.41818607505413,0.046689213549809,0.376559323453511,0.157712086735375,0.237455294933883,0.561890536949136,0.759949056444835
0.851849066139729,1.15717803159179e-08,0.851848212819992,0.851642195257745,0.851805463850273,0.851894871002909,0.852053050639352
0.393982781630141,0.0573880737685909,0.311778512233109,0.147914103783607,0.198639016243923,0.495461872060927,0.941484135774
0.0222717600121057,2.88733446722991e-07,0.0222754762513157,0.0214568996533008,0.0218256468822778,0.0227233301430546,0.023071228147281
0.472193463101963,0.0666053872583043,0.420917190585113,0.143427161902855,0.298090543433291,0.674999398886359,0.861675647823059
1.79173001587367,1.51956206306917e-08,1.7917076187705,1.79154640383179,1.79163763235154,1.79180364899059,1.79193832843591
0.345040073673882,0.073972744646067,0.237893208635224,0.0899372229076418,0.128657335776609,0.471374171422032,0.891702483528893
1.95315251231777,2.14820357363548e-08,1.95316263628217,1.95291007812775,1.95306672222299,1.9532289405104,1.95335620641554
0.279453210333129,0.0452231951433663,0.261471525914421,0.029792439903515,0.124569334628958,0.383869093764152,0.754341986889711
0.698023782774837,1.03994519391722e-08,0.698009460891581,0.697848710780876,0.697977020596041,0.698096637821851,0.698160371135459
0.325296038397259,0.0710147366489691,0.280494786247573,0.0443743808038279,0.133584725352327,0.446781776968204,0.904988566664756
0.175056749877051,5.8088180003538e-09,0.17503825009031,0.174961006699464,0.174989230057722,0.175131484464374,0.175170596250815
0.41078729656829,0.0685553573808992,0.361077594538884,0.113529340132015,0.207358804474833,0.484980914379876,0.97038788994071
0.137299679353139,6.59364549794283e-09,0.137298366105442,0.13717407059377,0.13723839745093,0.137366905774034,0.137421450447162
0.51608594849695,0.089745397696944,0.409204583635358,0.134979260315623,0.320582122022922,0.789827632439712,1.02820227034362
2.55753514232075,2.74292281305769e-07,2.55754917981244,2.55687668768412,2.55709911524085,2.55797434967227,2.5584082194804
0.361036421582627,0.0422011676267349,0.357830762342291,0.110452826510194,0.197254880631026,0.507849546598554,0.738733858728617
0.958485542826418,2.69880742184494e-08,0.958524427567766,0.958247671306098,0.958325709600517,0.958637218095324,0.958684400348916
0.368359115864696,0.042135072308075,0.316657147572724,0.0925504258330085,0.24788451938384,0.414298648600456,0.800418125076836
0.0596378059582707,3.919453202149e-08,0.059638431266804,0.0593413382838774,0.0594748014208007,0.0598091336766365,0.0599339603974506
0.349758342992864,0.0879399753687931,0.261598415931477,0.0680407195761619,0.157302992135643,0.41624311943442,0.827001601517831
1.32688193051691,3.25248514312335e-08,1.32688512955995,1.32665269086701,1.32674429304031,1.32699466745104,1.32716594304009
1.00616656891799,0.0289352357365171,1.00414503531957,0.80698818833449,0.903236728721817,1.0782055524163,1.32070998572466
0.508492817203846,5.69080555147212e-09,0.508515638433132,0.508365322909076,0.50843098479385,0.508556044029265,0.508592700176327
0.292760425738617,0.0454237500053545,0.229876150638292,0.056508889250092,0.137623230205643,0.421025096899001,0.708185362815158
1.61032340001601,5.34153608814831e-08,1.61026161360896,1.60993998421738,1.61018919845813,1.61055032129672,1.61068145005267
0.572924302400075,0.0683112035186017,0.539804514285806,0.227256509595436,0.373013623683752,0.840214183372169,0.92371392527797
3.52987407329518,1.47867895239538e-07,3.52992838535847,3.52917742113431,3.52952774958318,3.5301549998328,3.53052170464493
0.968459327244901,0.00873462399373399,0.983583305622405,0.834671437093903,0.898268576970713,1.02344088004397,1.09663387220334
0.29409563320031,1.23612790578493e-08,0.294143820148136,0.293920853522161,0.293975458290832,0.294183409716121,0.294217927959317
0.365600958090477,0.0727787648533758,0.31410110897242,0.0494101835934033,0.11081227889987,0.587984310605851,0.827652645549433
