mean,var,median,0.05th,0.25th,0.75th,0.95th
0.0716053008942805,7.64432274196752E-05,0.0719088367056951,0.0576115013860113,0.0652437966934259,0.0773915637476766,0.0867387393252647
0.0666765060002979,6.50893052304392E-05,0.0670628044500483,0.053564956609828,0.0615234240615264,0.0722617297768072,0.0795100653314903
0.0684798859068008,6.33120851958155E-05,0.06900908275617,0.0558236520306411,0.0633184628312875,0.0731138984087661,0.0810393557374686
0.0798909411834181,0.000152147756657319,0.0779612542530138,0.06177445622532,0.0712411970259009,0.0873570976286445,0.102382387815751
0.0710284074551379,7.86419084692641E-05,0.0707923067698043,0.0569893497180675,0.0653000846444806,0.0761819165171314,0.0862822757613856
0.0713652439206113,7.99927004091868E-05,0.0715480224207473,0.0562553187791616,0.0662678712039016,0.0774785135894487,0.085359552979541
0.0735647550396235,5.65954591968855E-05,0.0734447995084299,0.0608806353797274,0.0685245047143356,0.0784482365893527,0.0863041327627516
0.0591395468705327,6.73652462925925E-05,0.0587572040971389,0.0457126534373648,0.0533976410034875,0.0648623558149635,0.0724940881966828
0.0777822380996986,0.000167021637817981,0.0755804987368784,0.0600618720782821,0.0679838634128891,0.0888180525964933,0.0995684530653645
0.0842620150833763,4.90985500399947E-05,0.0848211160514312,0.0716763979665087,0.0807235984243975,0.088726848387533,0.0948736029664452
0.0786894422628538,7.10115115989738E-05,0.0786800165012439,0.065503185477304,0.0728008491532677,0.0844784617017777,0.0932559282617169
0.0841802323712111,6.09984876092067E-05,0.0843842893571953,0.0710297385738281,0.0790484638871323,0.0891593104699173,0.0968069486922643
0.0709723892338272,7.77217705501413E-05,0.0707417297723891,0.0565809087016944,0.0655774506051726,0.0767069878298394,0.085477529658579
0.073959233715087,6.72173970907883E-05,0.0739799734711713,0.0600431190624872,0.0684697659445896,0.0795764925764507,0.0869136795186078
0.0714151964688957,8.82181136177545E-05,0.0706982354324983,0.0570958725529243,0.0651016497299454,0.0777395733934541,0.0870178251296209
0.0653468412342063,6.18619552574155E-05,0.0656164345240161,0.0523346447790917,0.0601299149277088,0.070407799854367,0.0779981838594037
0.07039535084503,6.99997915575938E-05,0.0710998812135201,0.0564158363201639,0.064882962134929,0.0762463662333721,0.0830955972726229
0.0694727229427206,7.65129292568171E-05,0.0695013337152792,0.0548059928125765,0.0633209314662041,0.0761438188397966,0.0822824577473368
0.0676814261750854,5.3914585376705E-05,0.0671321982185324,0.0560223118371753,0.0628581722328687,0.0724600444436216,0.08000204949722
0.0789769678683979,9.70824830596337E-05,0.0790679984065393,0.0629076742847929,0.0721922392314542,0.0857816066048771,0.0950452394593591
0.0738886821482342,7.24485776636593E-05,0.0737994585256614,0.0607314008719914,0.0685498120626962,0.0793833685974623,0.0874183086160721
0.0849136565957075,0.000246394465391544,0.0882784966170969,0.0578915984748829,0.0723397072652776,0.0984140154423211,0.104910168192839
