mean,var,median,0.05th,0.25th,0.75th,0.95th
0.137269100051541,0.00014235649471785,0.138003476491194,0.116359450712719,0.128677999669916,0.146068794976167,0.15501537963763
0.127481547126202,0.000144309602105237,0.127800137688358,0.10711805042364,0.11976378399712,0.135684972908643,0.146069603483489
0.12691299706435,0.000128136236001627,0.127890107976568,0.107171096255166,0.11975345105367,0.134416470383026,0.144349330993213
0.145258804985536,0.000173133977572345,0.146858097576854,0.122638129266094,0.13609043889998,0.154541334546116,0.164439087848495
0.131355917722775,0.000124502027644934,0.131029196201773,0.111737972050226,0.12482894549507,0.138693786262028,0.149107229675236
0.130067792201214,0.000142935495716098,0.130784873712738,0.109250104833906,0.121680121397348,0.138491629959992,0.149180393313
0.130569569384677,0.000110533745218748,0.1306617243753,0.112627099990929,0.12373296819533,0.137836685944725,0.148324156738196
0.113489793603489,0.000115880836780997,0.113835897241979,0.0963937952853434,0.1059996761,0.120527697863145,0.130783691654834
0.129012637954888,0.000133329140320819,0.128372930418433,0.11060152420039,0.121194511175341,0.13634045247504,0.148786217605615
0.142287161529257,0.000121042956703946,0.142236674057106,0.123975299431173,0.134249245760803,0.150037310371985,0.160374550944935
0.144985185559673,0.000106753119367274,0.145876310923806,0.128079665703716,0.137386833378264,0.152405639756181,0.161764150539957
0.151418430390472,0.000135797425004527,0.151584451299815,0.133199727218061,0.143658249543805,0.158729270896284,0.170445110125661
0.135412692836632,0.000110877668503593,0.136185734099007,0.117232294946782,0.128185472864022,0.142223700372011,0.152935754641518
0.138258332520383,0.000152255418505728,0.138242282904203,0.118010991547418,0.129981566057292,0.146923543931904,0.157728455843693
0.13020144302703,9.30694335803963E-05,0.130297267809939,0.113945743533816,0.12390714988967,0.136612036804824,0.145892399813335
0.123448501924204,0.0001202459921866,0.123466531845307,0.105051914500941,0.115988919065387,0.130547679760808,0.141212873065126
0.13101204615155,0.000130286195153326,0.130896321534293,0.112133515661344,0.123379487693098,0.139040105078002,0.148851420060216
0.129707868335609,0.000109684138138219,0.129504437552587,0.112590926270677,0.122934070546669,0.136468111406044,0.148413338290135
0.121562090277147,0.000102030990418193,0.121510282478007,0.104663897994718,0.115212075798599,0.127955561185999,0.138643238735629
0.139511423715269,0.000123195829594002,0.139660817763613,0.120705143930403,0.131791087802581,0.147684588805613,0.157007637307404
0.133702480124306,0.000119309737759938,0.133607263248927,0.114744470553508,0.126269011811733,0.141271093596574,0.150561591046873
0.13556455645409,0.00020767210174298,0.135530550849352,0.112953297100835,0.124730266479475,0.146131311820331,0.159387289614344
0.140778087426657,0.000124850636931799,0.14143962790503,0.121540779000623,0.133114333625922,0.148606809727593,0.157347292262279
0.129472044103924,0.000138469998662585,0.128749101132179,0.112038896550249,0.121109586803929,0.136720410299885,0.150108500484643
