"","mean","var","median","0.05th","0.25th","0.75th","0.95th"
"1",0.013344,1e-06,0.013156,0.012266,0.012699,0.013993,0.014685
"2",0.009032,0,0.009025,0.008141,0.008637,0.00942,0.009948
"3",0.002526,0,0.002552,0.002289,0.002405,0.002641,0.002723
"4",0.008816,0,0.009061,0.007433,0.008869,0.009213,0.009376
"5",0.006344,0,0.006225,0.005663,0.005923,0.006685,0.007531
"6",0.008048,1e-06,0.008146,0.006662,0.00746,0.008786,0.009011
"7",0.01971,0,0.019771,0.018627,0.019117,0.020315,0.020727
"8",0.015672,0,0.015652,0.014634,0.015124,0.016218,0.01671
"9",0.003504,0,0.00351,0.003194,0.003359,0.00366,0.003795
"10",0.012219,6e-06,0.010994,0.01069,0.010854,0.011381,0.018117
"11",0.004723,0,0.004792,0.00436,0.004586,0.004869,0.004939
"12",0.009598,0,0.009648,0.008464,0.009522,0.009764,0.010301
"13",0.008086,5e-06,0.007998,0.004809,0.006143,0.009943,0.011812
"14",0.00804,0,0.008227,0.006779,0.007626,0.008459,0.008863
"15",0.005132,2e-06,0.004618,0.003633,0.003949,0.005666,0.008396
"16",0.019637,1e-06,0.01938,0.018409,0.018895,0.019963,0.021778
"17",0.012297,0,0.012351,0.011828,0.01221,0.012437,0.012598
"18",0.003055,3e-06,0.001908,0.00172,0.001794,0.003869,0.007508
"19",0.007403,1e-06,0.007477,0.006166,0.00671,0.008066,0.008403
"20",0.003641,0,0.003635,0.003318,0.003491,0.003792,0.003981
"21",0.013746,2e-06,0.013368,0.012067,0.012664,0.015151,0.016285
"22",0.010229,1e-06,0.010438,0.008874,0.009692,0.010814,0.011104
"23",0.003688,0,0.003616,0.003016,0.0032,0.00403,0.004899
"24",0.01578,1.3e-05,0.016,0.011262,0.01185,0.019125,0.021114
"25",0.012611,2e-06,0.012674,0.010708,0.011584,0.013505,0.014648
"26",0.008273,0,0.008298,0.007874,0.008105,0.008443,0.008597
"27",0.006951,0,0.007174,0.005885,0.006451,0.007403,0.007593
"28",0.004659,2e-06,0.004106,0.003906,0.004011,0.004321,0.008879
"29",0.008831,2e-06,0.00925,0.006127,0.007938,0.009933,0.01035
"30",0.014302,1e-06,0.014371,0.012997,0.013708,0.014983,0.015357
"31",0.014228,2e-06,0.014011,0.012447,0.012873,0.015838,0.016182
"32",0.015135,2e-06,0.014784,0.012894,0.013942,0.016499,0.017619
"33",0.00487,2e-06,0.004548,0.002755,0.0035,0.006112,0.007655
"34",0.006416,1e-06,0.00609,0.005095,0.005612,0.007349,0.008012
"35",0.018465,2e-06,0.018769,0.015734,0.017367,0.019752,0.020417
"36",0.014951,0,0.014991,0.014282,0.014535,0.015291,0.015665
"37",0.004703,0,0.004699,0.004479,0.004618,0.004799,0.004929
"38",0.00819,1.6e-05,0.009621,0.003318,0.003497,0.011837,0.013272
"39",0.002012,1e-06,0.001407,0.001184,0.001266,0.002537,0.004397
"40",0.00633,1e-06,0.005917,0.005641,0.005826,0.005986,0.009043
"41",0.003379,0,0.003393,0.003066,0.003237,0.003523,0.003691
"42",0.006006,0,0.006039,0.005477,0.005733,0.006279,0.006502
"43",0.004757,2e-06,0.004132,0.003496,0.003622,0.0055,0.007973
"44",0.007357,0,0.007362,0.006825,0.00707,0.007618,0.007898
"45",0.005803,2e-06,0.005482,0.005275,0.005365,0.005583,0.010709
"46",0.00962,0,0.009673,0.009007,0.009444,0.009853,0.010036
"47",0.006582,2e-06,0.00595,0.005022,0.005548,0.007885,0.00891
"48",0.012525,0,0.01257,0.011347,0.012397,0.012859,0.013216
"49",0.005495,9e-06,0.007242,0.001332,0.001458,0.008066,0.008484
"50",0.011052,1.6e-05,0.010631,0.005588,0.007302,0.014395,0.017676
