"mean","var","median","0.05th","0.25th","0.75th","0.95th"
"dist_summ",0.334543444884213,2.0500596131557e-08,0.334546850180274,0.334301449177354,0.33444758703982,0.334643723232088,0.334770732726064
"r_summ",1.54796418801444,0.000230237530690175,1.54872644721652,1.52235450689613,1.53810123782462,1.55945555569256,1.57301571355207
"distcom_summ",0.000161460958249601,1.32765996626858e-08,0.000143550696776018,1.43570324720343e-05,6.65003626112437e-05,0.000234645930175803,0.000379301455342074
"distr_summ",0.0122788348980585,7.93172818032362e-05,0.0114776826437891,0.000749295932668359,0.00457674840986794,0.0177776514714193,0.0282257935737767
"dist_summ",0.322686095457281,1.5996070302839e-08,0.322689211099479,0.322476046233352,0.322604613091967,0.322773180975815,0.322886472148277
"r_summ",1.55844944581472,0.000246452852168046,1.55945555569256,1.53282705988439,1.54872644721652,1.56757161993257,1.58398503934285
"distcom_summ",0.000293620903932779,1.54115199193817e-08,0.000289509150656952,9.26156841681791e-05,0.000205539274320959,0.000374107158168324,0.000502674016783305
"distr_summ",0.012597376177028,8.81419649422597e-05,0.00985775059377414,0.000950833816725349,0.00444053369761538,0.0180338403065024,0.0301357627646488
"dist_summ",0.34189337774727,1.98153405020887e-08,0.341895909157569,0.341658021152876,0.341803213949203,0.341989474148847,0.342124842793258
"r_summ",1.53402509989326,0.000214038682091992,1.53546096866109,1.50940382264278,1.52496323464875,1.54340096279816,1.55689804880914
"distcom_summ",0.000130931803939951,9.14238992062591e-09,0.000110887177352859,9.25175528110334e-06,5.47515948409738e-05,0.000190384847070679,0.0003124832862619
"distr_summ",0.0116580376600375,7.80294828487586e-05,0.0095676265800857,0.00100631991268298,0.00426798129918421,0.0166778963639869,0.0283212725109652
"dist_summ",0.323827350291051,1.9271468065906e-08,0.323832703290024,0.323593945401521,0.323735393822794,0.32391958214599,0.324046234367901
"r_summ",1.54476829849163,0.000235995480058475,1.54340096279816,1.51975200996869,1.53546096866109,1.5567634431837,1.57029030963279
"distcom_summ",0.000402290813293319,1.92015788542544e-08,0.000407557025727368,0.000168799137224523,0.000310247558497095,0.000494435881693844,0.000621088103604578
"distr_summ",0.0122391719785043,8.60548371743602e-05,0.00939464865170503,0.00128264349808009,0.00404293076092371,0.0174706068306087,0.0301177594475643
"dist_summ",0.363479964403859,2.29466520642307e-08,0.363484311386734,0.36322213247402,0.363378584191979,0.36357341810325,0.363733543103682
"r_summ",1.53005820222029,0.000230426973566324,1.53019948530126,1.50426645749471,1.51975200996869,1.54074789371063,1.55421218268492
"distcom_summ",0.00014130975618585,1.07057088080192e-08,0.000122603723621051,1.47199729462921e-05,5.99351445110807e-05,0.000201595721369019,0.000341701579750603
"distr_summ",0.0122525500170711,8.01887484395227e-05,0.0108814415574284,0.000333790389244759,0.00542139994852442,0.0178841759599758,0.0295895844794052
"dist_summ",0.310443017175383,1.70866884655115e-08,0.310444173873561,0.310228721665445,0.310354794853457,0.310530178481279,0.310663623008933
"r_summ",1.55265345035669,0.000233247745665046,1.55139891623107,1.52757821885984,1.54074789371063,1.56215427085364,1.57848677731756
"distcom_summ",0.000104370989341412,6.34150802202205e-09,8.5541188899807e-05,9.03751983227785e-06,4.07583205148387e-05,0.000148610561008705,0.000253036608518081
"distr_summ",0.0123705947055184,8.0203126913836e-05,0.00987519473954623,0.000880765610670897,0.00448422918160396,0.0180108232814098,0.0289533844655738
"dist_summ",0.303199457506341,1.85018108547226e-08,0.303204123499002,0.302974690443508,0.303104064674007,0.303290573423372,0.30340806330372
"r_summ",1.54083312060227,0.000262491413146035,1.54074789371063,1.51456560674343,1.53019948530126,1.55139891623107,1.56757161993257
"distcom_summ",0.000117497631887131,8.18415833814827e-09,9.98736425116831e-05,7.69677878177944e-06,4.62303123281438e-05,0.000167792383183485,0.000290757977926298
"distr_summ",0.0128721348789626,9.66469603859954e-05,0.010749070018454,0.000201134877852993,0.00511212482351081,0.0185069845752742,0.0315448821264726
"dist_summ",0.307585231034548,1.68914760513224e-08,0.307581758049808,0.30738052857214,0.307493915628771,0.307670660763672,0.307798980736331
"r_summ",1.56653004931019,0.000240956894076436,1.56485961632884,1.54074789371063,1.5567634431837,1.57848677731756,1.59228393438492
"distcom_summ",0.000104769974794846,5.90588311051908e-09,8.91707323879554e-05,1.03515194557924e-05,4.37402327695124e-05,0.000150941237615304,0.000244323939064728
"distr_summ",0.0124604525541265,8.5887306130423e-05,0.00980868681330305,0.00108008902970764,0.00435091988472108,0.0180453227910129,0.0304781241002532
"dist_summ",0.325381125535756,1.91815924906532e-08,0.325376508386469,0.325151324396643,0.325288004518697,0.325474176855943,0.3256108649478
"r_summ",1.53814580363874,0.000242391226027395,1.53810123782462,1.51456560674343,1.52757821885984,1.54872644721652,1.56485961632884
"distcom_summ",0.000192519486616547,1.45618488704028e-08,0.000177911737503644,2.13949664840618e-05,9.76150918549634e-05,0.000273603881342593,0.000409874441536884
"distr_summ",0.0124462341326179,8.75727410645354e-05,0.0100862522728884,0.000539934927627139,0.00476025485671311,0.0181226935363965,0.0316494566425532
"dist_summ",0.319912781423369,1.58617422159932e-08,0.319907845796387,0.31971562538909,0.319824055848473,0.319996929365144,0.320128647123434
