"","mean","var","median","0.05th","0.25th","0.75th","0.95th"
"1",0.035975,1.9e-05,0.035865,0.028988,0.033019,0.039023,0.043078
"2",0.03444,1.5e-05,0.034547,0.028333,0.031892,0.037168,0.040456
"3",0.027942,9e-06,0.027972,0.022722,0.025806,0.030044,0.032927
"4",0.028529,1.2e-05,0.028582,0.022905,0.026293,0.030797,0.034096
"5",0.030255,1.4e-05,0.030271,0.02387,0.027883,0.032772,0.03646
"6",0.028018,1.2e-05,0.028088,0.022251,0.025581,0.030512,0.033726
"7",0.03598,1.8e-05,0.036095,0.028669,0.033244,0.038878,0.042939
"8",0.040276,2.1e-05,0.040146,0.032693,0.037112,0.043321,0.048045
"9",0.033088,2.2e-05,0.033048,0.025735,0.029721,0.036139,0.040998
"10",0.033438,2.1e-05,0.03355,0.025708,0.030438,0.036492,0.040977
"11",0.031806,1.6e-05,0.031638,0.025613,0.029044,0.034709,0.03832
"12",0.036935,2.3e-05,0.037014,0.028895,0.033568,0.040151,0.044967
"13",0.040664,2e-05,0.040897,0.033146,0.037503,0.043712,0.04785
"14",0.030204,1.4e-05,0.030204,0.024095,0.027705,0.032628,0.036155
"15",0.035143,1.5e-05,0.035172,0.028458,0.032623,0.037715,0.041258
"16",0.031023,1.3e-05,0.031172,0.024944,0.028757,0.033438,0.036705
"17",0.034387,2.3e-05,0.034199,0.027789,0.031694,0.036262,0.040305
"18",0.032755,1.9e-05,0.032497,0.025715,0.029694,0.035582,0.040001
"19",0.032683,1.3e-05,0.032793,0.026807,0.030301,0.035054,0.038122
"20",0.033341,1.2e-05,0.033436,0.02739,0.0313,0.035638,0.038396
"21",0.031656,1.9e-05,0.031809,0.024546,0.028776,0.034454,0.038827
"22",0.034235,1.3e-05,0.034367,0.027822,0.031905,0.036668,0.039786
"23",0.032457,1.2e-05,0.032538,0.026484,0.030063,0.034744,0.038353
"24",0.03903,1.9e-05,0.039178,0.031151,0.036457,0.042008,0.045549
"25",0.040797,1.5e-05,0.040993,0.034439,0.038414,0.043479,0.046725
"26",0.032412,1.5e-05,0.032441,0.026301,0.029868,0.03504,0.039094
"27",0.030751,8e-06,0.030811,0.025704,0.028809,0.032702,0.035419
"28",0.029036,1.2e-05,0.028987,0.023671,0.026643,0.031267,0.034797
"29",0.031588,1.3e-05,0.031698,0.025718,0.029084,0.033871,0.037396
"30",0.03725,1.1e-05,0.037366,0.031851,0.034853,0.039557,0.042516
"31",0.029512,1.5e-05,0.029609,0.023436,0.026535,0.032019,0.03581
"32",0.038546,1.6e-05,0.038679,0.031736,0.03591,0.041082,0.044777
"33",0.034224,1.4e-05,0.034597,0.027602,0.032086,0.036497,0.039936
"34",0.031935,1.8e-05,0.032017,0.025219,0.029142,0.034472,0.039354
"35",0.033866,1.4e-05,0.03386,0.028028,0.031564,0.036397,0.039847
"36",0.033024,1.3e-05,0.032965,0.026892,0.030708,0.035344,0.039023
"37",0.027642,1.2e-05,0.027723,0.022121,0.025398,0.029847,0.033202
"38",0.036502,2e-05,0.036778,0.029169,0.033695,0.039322,0.043706
"39",0.034543,1.9e-05,0.034879,0.027351,0.031513,0.037298,0.041836
"40",0.032917,2.6e-05,0.032998,0.025143,0.029398,0.036201,0.040785
"41",0.028499,1.1e-05,0.028504,0.022748,0.026419,0.030658,0.034115
"42",0.029521,1.7e-05,0.029351,0.023012,0.0266,0.032297,0.036778
"43",0.032452,1.2e-05,0.032579,0.0263,0.030371,0.034736,0.037576
"44",0.028167,1.3e-05,0.028262,0.022515,0.025712,0.030466,0.033762
"45",0.032829,1.6e-05,0.033092,0.026038,0.03027,0.035373,0.038852
"46",0.037921,1.6e-05,0.037915,0.031383,0.035372,0.040583,0.044744
"47",0.03461,1.3e-05,0.034693,0.028689,0.03222,0.036966,0.040305
"48",0.03488,2.6e-05,0.034312,0.027371,0.031211,0.037519,0.044411
"49",0.045358,2.2e-05,0.045249,0.038112,0.042226,0.048537,0.05304
"50",0.031206,1.3e-05,0.031324,0.025187,0.028747,0.033668,0.037357
"51",0.026523,1.3e-05,0.026401,0.020907,0.0238,0.029163,0.032708
"52",0.031182,1.5e-05,0.031289,0.024913,0.028574,0.033524,0.037728
"53",0.030392,1.2e-05,0.030386,0.024858,0.028425,0.032596,0.035516
"54",0.042493,1.9e-05,0.04249,0.035532,0.039741,0.04516,0.049388
"55",0.034849,1.7e-05,0.034909,0.028255,0.032175,0.03771,0.041402
"56",0.031955,1.8e-05,0.032045,0.025669,0.029105,0.034444,0.038383
"57",0.026817,1.2e-05,0.026729,0.021465,0.024462,0.029148,0.032348
"58",0.034817,1.9e-05,0.035074,0.027311,0.032259,0.037569,0.041938
"59",0.033826,1.5e-05,0.033742,0.027842,0.03155,0.036467,0.039991
"60",0.03223,1.8e-05,0.032129,0.02545,0.02963,0.034731,0.039207
"61",0.032175,1.9e-05,0.032412,0.024639,0.029341,0.035006,0.039183
"62",0.035121,1.6e-05,0.03516,0.02882,0.032455,0.037558,0.041817
"63",0.036686,2e-05,0.03687,0.029514,0.033844,0.039573,0.043543
"64",0.040794,2.2e-05,0.04086,0.033255,0.037593,0.043981,0.048346
"65",0.040413,2e-05,0.040627,0.033083,0.037635,0.043313,0.046966
"66",0.031421,1.6e-05,0.031508,0.024659,0.028952,0.034069,0.038043
"67",0.032009,1.6e-05,0.0322,0.025168,0.029263,0.034789,0.038346
"68",0.032811,1.9e-05,0.03269,0.025882,0.029973,0.035544,0.040242
"69",0.031448,1.4e-05,0.031503,0.02539,0.028771,0.033897,0.037835
"70",0.034447,2.5e-05,0.034175,0.027268,0.03092,0.037357,0.043319
"71",0.035419,1.8e-05,0.035634,0.02862,0.032685,0.038053,0.041761
"72",0.035591,1.3e-05,0.035588,0.029477,0.033315,0.038132,0.041452
"73",0.037271,4.8e-05,0.036134,0.027912,0.032374,0.040645,0.050993
"74",0.03585,1e-05,0.035966,0.030592,0.033778,0.037956,0.041045
"75",0.053424,6e-06,0.05358,0.04969,0.052101,0.054951,0.056966
"76",0.032614,1.9e-05,0.032568,0.025872,0.029795,0.035333,0.039407
"77",0.030846,1.7e-05,0.030737,0.024235,0.028125,0.033544,0.037631
"78",0.03374,2.1e-05,0.033572,0.026897,0.03075,0.036669,0.041258
"79",0.036343,1.7e-05,0.036326,0.029421,0.03345,0.03916,0.042972
"80",0.035055,1.4e-05,0.034962,0.029082,0.032634,0.037578,0.041136
"81",0.035846,2.5e-05,0.035736,0.027856,0.032523,0.038818,0.044518
"82",0.035658,1.6e-05,0.035628,0.02934,0.032974,0.038267,0.042032
"83",0.029547,1.2e-05,0.029535,0.023894,0.027158,0.031927,0.034716
"84",0.029305,9e-06,0.029383,0.024028,0.02737,0.031298,0.033873
"85",0.041547,9.7e-05,0.037738,0.031166,0.03483,0.046877,0.06064
"86",0.030014,1.2e-05,0.030365,0.023777,0.027887,0.032386,0.035274
"87",0.041048,2e-05,0.041124,0.033988,0.038069,0.044069,0.048093
"88",0.040532,2.5e-05,0.040556,0.032226,0.037142,0.043762,0.048561
"89",0.029145,1.5e-05,0.029084,0.023123,0.026471,0.031577,0.035704
"90",0.037132,4e-05,0.038082,0.026925,0.031508,0.04267,0.045974
"91",0.026431,1.2e-05,0.02659,0.02059,0.024188,0.028943,0.032121
"92",0.032221,1.5e-05,0.032351,0.025399,0.029815,0.03476,0.038429
"93",0.033607,1.7e-05,0.033605,0.026803,0.030787,0.036459,0.040336
"94",0.036998,1.4e-05,0.037095,0.030844,0.034406,0.039639,0.042907
"95",0.035712,1.7e-05,0.035581,0.029194,0.033084,0.038471,0.042498
"96",0.034076,2.1e-05,0.033916,0.026269,0.031094,0.037323,0.041416
"97",0.029241,1e-05,0.029202,0.024151,0.027194,0.031471,0.034279
"98",0.035222,3.3e-05,0.034539,0.027011,0.031519,0.03814,0.046705
"99",0.031949,2.3e-05,0.03158,0.024554,0.028679,0.034765,0.040119
"100",0.032502,1.4e-05,0.032385,0.026725,0.030047,0.035157,0.03828
